,content
227,"Video - Nhà giáo, Nhà toán học Phạm Việt Hưng từ Úc về giảng dạy cho một số trường Đại học ở Hà nội,Trung Tâm Minh Triết phối hợp với Hội Nhà văn Hà nội tổ chức cuộc Tọa đàm với chủ đề:

Khác Nhìn lại Thuyết Tiến Hóa của Darwin.

Là nhà toán học, Diển giả lại say mê nghiên cứu nhiều vấn đề trong lịch sử phát triển khoa học, nhất là về “Nhân học”.Với cái nhìn khoa học và nguồn tài liệu phong phú, Ông đã cung cấp cho chúng ta lịch sử của cuộc đấu tranh phản biện học thuyết Tiến hóa của Darwin, góp một cái nhìn toàn diện và đính chính những ngộ nhận.

Hơn 2h đồng hồ, ông đã cung cấp những thông tin phản biện của các nhà khoa học thế giới về những lập luận không có căn cứ khoa học của thuyết Darwin. Do phương tiện quay video hạn chế, chúng tôi chỉ ghi lại được 15p mở đầu của ông. Có điều kiện chúng tôi sẽ sưu tầm cuốn video đầy đủ để giúp những ai quan tâm về đề tài này. Mong quý vị thông cảm.

Những phản biện của các nhà khoa học thế giới cho thấy học thuyết tiến hóa của Đarwin đang bị khủng hoảng."
228,"HỘI GIÁO CHỨC CHU VĂN AN ĐỒNG HÀNH
http://boxitvn.blogspot.com/2016/04/tuyen-bo-ve-toi-ac-au-oc-bien-mien.html#more

Bauxite Việt Nam: TUYÊN BỐ VỀ TỘI ÁC ĐẦU ĐỘC BIỂN MIỀN TRUNG VIỆT NAM

Bauxite Việt Nam: TUYÊN BỐ VỀ TỘI ÁC ĐẦU ĐỘC BIỂN MIỀN TRUNG VIỆT NAM

Bauxite Việt Nam: TUYÊN BỐ VỀ TỘI ÁC ĐẦU ĐỘC BIỂN MIỀN TRUNG VIỆT NAM

Xem thêm tại
boxitvn.blogspot.com"
229,"http://www.ndanghung.com/bai-phong-van/2016/04/28/nhieu-tien-sy-it-thanh-tuu-bao-dat-viet-phong-van-gs-ts-nguyen-dang-hung.html/

NDANGHUNG.COM
GS Nguyễn Đăng Hưng’s blog » Blog Archive » NHIỀU TIẾN SỸ ÍT THÀNH TỰU: BÁO ĐẤT VIỆT PHỎNG VẤN..."
230,"http://www.ndanghung.com/bai-viet/2016/04/09/phat-bieu-cua-cac-nhan-sy-tri-thuc-ha-noi-nhan-ngay-ra-mat-album.html/#more-10803

GS Nguyễn Đăng Hưng’s blog » Blog Archive » PHÁT BIỂU CỦA CÁC NHÂN SỸ TRÍ THỨC HÀ NỘI NHÂN NGÀY...

GS Nguyễn Đăng Hưng’s blog » Blog Archive » PHÁT BIỂU CỦA CÁC NHÂN SỸ TRÍ THỨC HÀ NỘI NHÂN NGÀY...

GS Nguyễn Đăng Hưng’s blog » Blog Archive » PHÁT BIỂU CỦA CÁC NHÂN SỸ TRÍ THỨC HÀ NỘI NHÂN NGÀY...

GS Nguyễn Đăng Hưng’s blog » Blog Archive » PHÁT BIỂU CỦA CÁC NHÂN SỸ TRÍ THỨC HÀ NỘI NHÂN NGÀY...

Xem thêm tại
ndanghung.com"
231,Nỗi lòng trăn trở về đât nước và dân tộc của cô giáo Trần Thị Lam !
232,"Mọi người hãy quan tâm và theo dõi vụ việc - Xử lý Hiệu trưởng "" bóp cổ"" phụ huynh : http://nld.com.vn/thoi-su-trong-nuoc/se-xu-ly-hieu-truong-bop-co-phu-huynh-20151204120156268.htm

NLD.COM.VN
Sẽ xử lý hiệu trưởng ""bóp cổ"" phụ huynh"
233,"Mục đích của Bộ GDĐT là gì khi ra quyết định phi lý, bắt buộc sinh viên phải đóng bảo hiểm y tế ?

http://www.rfa.org/vietnamese/in_depth/vhd042016-04232016074124.html

RFA.ORG
Phản ứng của sinh viên về việc bắt buộc đóng bảo hiểm y tế"
234,"Bộ trưởng BGDĐT Phạm Vũ Luận coi chuyện này là chuyện nhỏ, hay không đủ khả năng, thuộc loại người vô tâm, vô cảm, vô trách nhiệm nên không dám trả lời bức thư của nữ giáo viên trẻ yêu ngành, yêu nghề đầy tâmKhác huyết này ???

http://dantri.com.vn/giao-duc-khuyen-hoc/co-giao-treo-deo-loi-suoi-mat-viec-viet-tam-thu-gui-bo-truong-phung-xuan-nha-2016041907204297.htm

DANTRI.COM.VN
Cô giáo trèo đèo lội suối nghỉ việc viết tâm thư gửi Bộ trưởng"
235,"http://dantri.com.vn/giao-duc-khuyen-hoc/bao-chi-nuoc-ngoai-chi-ra-nhung-thach-thuc-voi-bo-truong-bo-gddt-phung-xuan-nha-20160420185124432.htm

DANTRI.COM.VN
Báo chí nước ngoài chỉ ra những thách thức tân Bộ trường GD&ĐT Phùng Xuân Nhạ"
236,"Vì sao ""Nghệ An: Nhiều điểm thi THPT Quốc gia “trắng” thí sinh thi Sử"" và tình trạng này chắc không phải chỉ ở Nghệ An. Lỗi tại ai ?

http://vov.vn/xa-hoi/giao-duc/nghe-an-nhieu-diem-thi-thpt-quoc-gia-trang-thi-sinh-thi-su-499406.vov

VOV.VN
Nghệ An: Nhiều điểm thi THPT Quốc gia “trắng” thí sinh thi Sử"
237,"M.CAFEBIZ.VN
Sinh viên sẽ bị buộc thôi học nếu không đóng bảo hiểm y tế

Lê Quang Huy
16 tháng 4, 2016 lúc 10:39 ·

Bảo hiểm y tế (BHYT) là quyền lợi của sinh viên, vì thế chuyện nhà trường quá nhiệt tình trong việc bắt buộc sinh viên mua BHYT khiến dư luận xã hội không khỏi quan ngại về qui chế của bộ GD-ĐT về việc xử lý kỷKhác luật, kể cả cho thôi học những sinh viên không đóng BHYT.

Trước đây đã có nhiều cảnh báo về nguy cơ vỡ quĩ BHXH. Phải chăng đây là một chiêu cứu nguy quĩ BHXH của bộ GD-ĐT hơn là lo cho quyền lợi sinh viên?"
238,"Chuyện Vụ trưởng vụ tiểu học BGDĐT xin từ chức đối với chương trình giáo giáo dục đã xảy ra cách đây hơn chục năm nó bình thường đối với những người vô trách nhiệm, vô lương tâm đối với những người có tráchKhác nhiệm với sự nghiệp giáo dục Việt Nam, nhưng nó không bình thường với những người có lương tri.

http://vnexpress.net/tin-tuc/thoi-su/vu-truong-vu-tieu-hoc-xin-tu-chuc-de-phan-doi-chuong-trinh-cai-cach-giao-duc-moi-1957769.html

VNEXPRESS.NET
Vụ trưởng Vụ Tiểu học xin từ chức để phản đối chương trình cải cách giáo dục mới - VnExpress"
239,"Quy định của BGDĐT liệu có vi phạm quyền tự do bày tỏ chính kiến, quyền tự do thông tin của SV ? Nếu các thuật ngữ pháp lý trong các quy định của BGDĐT (xâm phạm an ninh quốc gia, chống phá Đảng và Nhà nước,Khác xuyên tạc, vu khống, xúc phạm uy tín của tổ chức, danh dự và nhân phẩm của cá nhân trên internet) không được cụ thể hóa, làm rõ sẽ gây ra nhiều tác hại, tiêu cực và oan trái đối với SV, tình trạng xã hội vốn đang rối loạn lại càng trở nên rối loạn.

http://tuoitre.vn/tin/giao-duc/20160413/xuc-pham-nguoi-khac-tren-mang-co-the-bi-buoc-thoi-hoc/1083721.html

TUOITRE.VN
Xúc phạm người khác trên mạng, có thể bị buộc thôi học - Tuổi Trẻ Online"
240,"Việt Nam đã bước vào cuộc chơi chung với cộng đồng ASEAN, không ai còn đợi chúng ta nữa.

Nếu chúng ta không tự cởi trói cho mình, không hội nhập thì chúng ta sẽ thua trận ngay trên sân nhà trong cuộc chạy đuaKhác khốc liệt của nguồn nhân lực chất lượng cao.

http://giaoduc.net.vn/Giao-duc-24h/Giao-duc-Viet-Nam-dang-dung-o-dau-tren-bang-thu-hang-ASEAN-post163861.gd

GIAODUC.NET.VN
Giáo dục Việt Nam đang đứng ở đâu trên bảng thứ hạng ASEAN?"
241,"ẢNH GẶP MẶT HỘI GIÁO CHỨC CHU VĂN AN KHU VỰC PHÍA BẮC 10/4/2016

Buổi gặp mặt diễn ra trong không khí thân tình, cởi mở, gắn kết và bày tỏ sự nhiệt huyết vì mục tiêu tôn chỉ của hội đề ra để hướng tới một xã hội tốt đẹp.

Hội Giáo Chức Chu Văn An
11 tháng 4, 2016 lúc 18:11 ·

ẢNH GẶP MẶT HỘI GIÁO CHỨC CHU VĂN AN KHU VỰC PHÍA BẮC 10/4/2016

Buổi gặp mặt diễn ra trong không khí thân tình, cởi mở, gắn kết và bày tỏ sự nhiệt huyết vì mục tiêu tôn chỉ của hội đề ra để hướng tới một xã hội tốt đẹp."
242,"ẢNH GẶP MẶT HỘI GIÁO CHỨC CHU VĂN AN KHU VỰC PHÍA BẮC 10/4/2016

Buổi gặp mặt diễn ra trong không khí thân tình, cởi mở, gắn kết và bày tỏ sự nhiệt huyết vì mục tiêu tôn chỉ của hội đề ra để hướng tới một xã hội tốt đẹp."
243,"http://vietnamnet.vn/vn/giao-duc/233912/30-thac-si-thu-khoa-xuat-sac-nuoc-ngoai-truot-cong-chuc.html

VIETNAMNET.VN
30 thạc sĩ, thủ khoa xuất sắc nước ngoài trượt công chức - VietNamNet"
244,"Nguyễn Khương Duy
7 tháng 4, 2016 lúc 13:33 ·

Giáo Dục Việt Nam - Thành Tích Và Bão Lực !
""Chúng ta đang để cho con em mình làm nạn nhân của hệ thống Giáo Dục Việt Nam""
Hãy một lần xem qua , không uống phí những thực tế hiện nay.
Hãy lên tiếng để đòi hỏi chính phủ một nền ""Giáo Dục Miễn Phí "" vì tương lai của chúng ta và con cháu của chúng ta , đáng được hưởng !"
245,"http://hoigiaochucchuvanan.blogspot.com/2016/04/oi-co-o-ngao-op-tra-hinh-o-truong-hoc.html

HỘI GIÁO CHỨC CHU VĂN AN !: Đội Cờ đỏ - ""ngáo ộp"" trá hình ở trường học

HỘI GIÁO CHỨC CHU VĂN AN !: Đội Cờ đỏ - ""ngáo ộp"" trá hình ở trường học

HỘI GIÁO CHỨC CHU VĂN AN !: Đội Cờ đỏ - ""ngáo ộp"" trá hình ở trường học

Xem thêm tại
hoigiaochucchuvanan.blogspot.com"
246,"http://hoigiaochucchuvanan.blogspot.com/2016/04/hinh-anh-nguoi-thay-ang-tro-nen-meo-mo.html

HỘI GIÁO CHỨC CHU VĂN AN !: Hình ảnh người thầy đang trở nên méo mó, thảm thương

HỘI GIÁO CHỨC CHU VĂN AN !: Hình ảnh người thầy đang trở nên méo mó, thảm thương

Xem thêm tại
hoigiaochucchuvanan.blogspot.com"
247,"http://www.rfa.org/vietnamese/programs/LiteratureAndArts/how-the-aethetics-impact-to-culture-behavior-ml-04022016083142.html

RFA.ORG
Mỹ học tác động tới văn hóa ứng xử thế nào?"
248,"https://www.facebook.com/manhhung.vu.566790/videos/vb.100005897504623/511432729063306/?type=2&theater

Mạnh Hùng Vũ cùng với Nguyễn Quốc Dũng và 13 người khác.
31 tháng 3, 2016 lúc 05:43 ·

Video - Năm 1973. thầy giáo Nguyễn Quốc Dũng dạy ở trường cấp III Phú Xuyên B bị CA bắt ba ngày một cách phi lý."
249,"http://vov.vn/xa-hoi/giao-duc/hieu-truong-cat-xen-tien-an-trua-cua-hoc-sinh-ngheo-493931.vov

VOV.VN
Hiệu trưởng cắt xén tiền ăn trưa của học sinh nghèo"
250,"YOUTUBE.COM
Làm sao để giáo dục Việt Nam tốt lên?

Nguyen Van Truong‎Giáo Dục
9 tháng 3, 2016 lúc 21:18 ·

https://m.facebook.com/story.php?story_fbid=485310878342806&id=100005916931681"
251,"Bạo lực học đường gia tăng, bạo lực ngoài học đường tràn vào trong học đường. Ai xử lý, xử lý như thế nào, Xử lý đến bao giờ cho tình trạng này không trở thành phổ biến, khi ngành giáo dục vẫn bị áp đặt nhồi sọKhác CNMLN, lý luận bạo lực - "" Chính quyền nở trên nòng súng"" ???

http://dantri.com.vn/xa-hoi/thieu-ta-cong-an-mang-sung-vao-truong-hoc-danh-hoc-sinh-va-bao-ve-2016030721304833.htm

DANTRI.COM.VN
Thiếu tá công an mang súng vào trường học đánh học sinh và bảo vệ"
252,"http://giaoducthoidai.vn/ket-noi/hssv-nguoi-dan-toc-kinh-o-vung-dbkk-co-duoc-mien-giam-hoc-phi-1688049-v.html

GIAODUCTHOIDAI.VN
HSSV người dân tộc Kinh ở vùng ĐBKK có được miễn, giảm học phí?"
253,"TUOITRE.VN
Im lặng: chuyện thường ngày - Tuổi Trẻ Online"
254,"Hôm nay, 1/3/2016, tôi đã đại diện cho Hội đến thăm thầy Trương Hữu Hoan. Thầy vừa trải qua một ca mổ lấy bao tử. Hiện thời sức khỏe thầy đang hồi phục và sắp phải đi hóa trị.

Thầy Hoan hiện là giảng viên khoaKhác Xây Dựng trường Đại Học Bách Khoa TPHCM. Cho dù sức khỏe chưa hoàn toàn bình phục nhưng Thầy sẽ cố gắng đến tham dự sinh hoạt với chúng ta.

Chúc Thầy sớm bình phục để trở lại cùng công việc."
255,"http://www.baomoi.com/Chuyen-la-hoc-sinh-phai-dong-tien-tra-no-lam-duong/c/18744069.epi

BAOMOI.COM
Chuyện lạ học sinh phải đóng tiền 'trả nợ' làm đường"
256,"http://motthegioi.vn/tieu-diem/da-nang-dua-hai-chien-hoang-sa-vao-sach-giao-khoa-lich-su-291898.html

MOTTHEGIOI.VN
Đà Nẵng đưa hải chiến Hoàng Sa vào sách giáo khoa lịch sử"
257,"http://dantri.com.vn/giao-duc-khuyen-hoc/hieu-truong-muon-truong-de-to-chuc-dam-cuoi-cho-con-hoc-sinh-phai-nghi-hoc-20160226233430387.htm

DANTRI.COM.VN
Học sinh nghỉ học vì hiệu trưởng mượn trường để tổ chức đám cưới cho con"
258,"http://tuoitre.vn/tin/giao-duc/20160227/mot-giao-vien-bi-khai-tru-dang-buoc-thoi-viec/1058140.html

TUOITRE.VN
Tố cáo sai phạm, một giáo viên bị khai trừ Đảng, buộc thôi việc - Tuổi Trẻ Online"
259,"http://www.rfa.org/vietnamese/in_depth/full-details-of-patriot-wars-need-presented-in-history-texbooks-av-02252016134615.html

RFA.ORG
Đưa đầy đủ các sự kiện vào SGK Lịch sử, một việc làm cần thiết"
260,"http://tinhhoa.net/hoc-thuyet-dau-tranh-dau-doc-the-he-nguoi-viet.html

“Học thuyết đấu tranh” đầu độc thế hệ người Việt - Góc khuất

“Học thuyết đấu tranh” đầu độc thế hệ người Việt - Góc khuất

“Học thuyết đấu tranh” đầu độc thế hệ người Việt - Góc khuất

“Học thuyết đấu tranh” đầu độc thế hệ người Việt - Góc khuất

“Học thuyết đấu tranh” đầu độc thế hệ người Việt - Góc khuất

Xem thêm tại
tinhhoa.net"
261,"http://hoigiaochucchuvanan.blogspot.com/2016/02/7-nguyen-nhan-khien-giao-duc-viet-nam.html#more

HOIGIAOCHUCCHUVANAN.BLOGSPOT.COM
HỘI GIÁO CHỨC CHU VĂN AN !: 7 nguyên nhân khiến giáo dục Việt Nam tiếp tục... tụt hậu"
262,"GS. Vũ Dương Ninh ( Đại học QGHN ) : Sách giáo khoa phải thể hiện rõ sự thật lịch sử ... chúng ta phải làm rõ những sự thật lịch sử khách quan, nó có liên quan tới độc lập, chủ quyền và toàn vẹn lãnh thổ củaKhác đất nước.

Đó là điều thiêng liêng mà bất cứ người Việt Nam nào cũng phải đấu tranh, bảo vệ chủ quyền toàn vẹn lãnh thổ.

- phóng viên Báo điện tử Giáo dục Việt Nam có cuộc phỏng vấn với GS. Đỗ Thanh Bình, nguyên Trưởng Khoa Lịch sử, Trường Đại học Sư phạm Hà Nội.
http://giaoduc.net.vn/Giao-duc-24h/Su-that-cua-chien-tranh-ve-quoc-chong-xam-luoc-can-duoc-dua-vao-sach-giao-khoa-post165908.gd

GIAODUC.NET.VN
Sự thật của chiến tranh vệ quốc chống xâm lược cần được đưa vào sách giáo khoa"
263,"VIETNAMNET.VN
GS Hồ Ngọc Đại: Tôi thấy đau xót vì không ai nhìn thẳng vào sự thật - VietNamNet"
264,"GIAODUC.NET.VN
Sinh viên Việt Nam tụt hậu vì những môn học vô bổ"
265,"Tư tưởng giáo dục bạo lực của hiệu trưởng THPT Bùi Thị Xuân TP Huế nó phản ánh tư tưởng của một nền giáo dục XHCN mà có thể nói nguyên nhân từ lý luận bạo lực của CNMLN phản khoa học : “Đây là lứa tuổi mới lớn,Khác nếu các em không đánh nhau, không xích mích nhau thì không bao giờ các em năng động được…”- Hiệu trưởng Trường THPT Bùi Thị Xuân (TP.Huế) nói về vụ nữ sinh trường mình bị đánh.
http://soha.vn/xa-hoi/nu-sinh-khong-danh-nhau-se-khong-nang-dong-20160218191518345.htm

SOHA.VN
""Nữ sinh không đánh nhau sẽ không năng động (!?)"""
266,"Vì sao nhà nước CSVN không đưa cuộc chiến tranh biên giới Việt -Trung tháng 2/1979 vào sách giáo khoa lịch sử hay không cho các cơ quan truyền thông loan tải, hoặc ra sức ngăn cản các buổi tưởng niệm do cácKhác nhóm xã hội dân sự độc lập tổ chức thì càng không ngăn cản được sự tìm hiểu của thanh niên Việt Nam không chỉ về cuộc chiến tranh biên giới năm 1979 mà còn về trận chiến Gạc Ma năm 1988, Hội nghị Thành Đô năm 1990, Hiệp định Biên giới Việt-Trung từ năm 1999 đến nay, kể cả những chiếc “tàu lạ” tấn công ngư dân Việt hằng ngày ở Biển Đông vì theo họ lịch sử phải nên chấp nhận sự thật dù thắng hay thua và theo như câu nói của Nguyên Phó Chủ tịch nước Nguyễn Thị Bình là “sòng phẳng với lịch sử không phải kích động hận thù”.
http://www.rfa.org/vietnamese/in_depth/what-vietnamese-youth-know-about-feb17-1979-ha-02172016110122.html

RFA.ORG
Giới trẻ Việt Nam và ngày tưởng niệm chiến tranh biên giới 17/2"
267,"MOTTHEGIOI.VN
Việt Nam nằm trong nhóm 4 nước có nền giáo dục tụt hậu nhất ASEAN"
268,"TUXTINI.COM
Nhìn lại nền Giáo dục VNCH : Sự tiếc nuối vô bờ bến"
269,"Tại sao trong cùng một đất nước lại phải biên soạn sách giáo khoa riêng cho miền bắc và miền nam ???

http://m.vov.vn/xa-hoi/giao-duc/nam-2016-se-bien-soan-sach-giao-khoa-mien-bac-va-mien-nam-478833.vov#ref-http://m.facebook.com

VOV.VN
Năm 2016 sẽ biên soạn sách giáo khoa miền Bắc và miền Nam"
270,"VOV.VN
Lũy Bán Bích và người đầu tiên quy hoạch Sài Gòn"
271,"GIÁO SƯ NGUYỄN ĐÌNH CỐNG TUYÊN BỐ TỪ BỎ ĐẢNG CỘNG SẢN VIỆT NAM

Tôi là Nguyễn Đình Cống, sinh năm 1937. Tôi vào Đảng Cộng sản VN năm 1985, tại đảng bộ Đại học Xây dựng, lúc 48 tuổi và đã được phong chức danh PhóKhác giáo sư, tiến sĩ, hiện nay là Giáo sư.
Tôi vào Đảng với nguyện vọng đóng góp trí tuệ và công sức làm cho Đảng trong sạch, vững mạnh. Thế nhưng càng ngày tôi càng nhận ra rằng Chủ nghĩa Mác Lênin (CNML) có nhiều độc hại, rằng Chủ nghĩa cộng sản chỉ là ảo tưởng, rằng thể chế hiện tại của VN là sự độc tài toàn trị của Đảng.

Tôi đã viết nhiều bài phân tích sai lầm của Mác, viết nhiều thư gửi tổ chức Đảng góp ý kiến về việc từ bỏ CNML và thay đổi thể chế, viết ý kiến đóng góp cho Đại hội 12 với hy vọng đại hội sẽ có chuyển biến tốt về phía dân chủ. Thế nhưng ĐH 12 vẫn kiên trì CNML và đường lối chính trị cũ.

Tôi thấy không còn lý do để tiếp tục ở trong Đảng, cũng là để tỏ thái độ dứt khoát với CNML và sự độc tài toàn trị của ĐCSVN. Vậy tôi thông báo từ bỏ Đảng Cộng sản Việt Nam từ ngày 03 tháng 02 năm 2016. Yêu cầu tổ chức Đảng xóa tên tôi khỏi danh sách."
272,"Chiều nay 31/1, đại diện của Hội Giáo chức Chu Văn An ở quanh khu vực Hà Nội ra sân giao lưu, liên hoan tất niên cùng đội bóng NoU FC."
273,"http://tiengnoicongdan.blogspot.com/2016/01/hieu-truong-truong-tieu-hoc-ang-cuong.html

Citizens Voice: HIỆU TRƯỞNG TRƯỜNG TIỂU HỌC ĐẶNG CƯƠNG, AN DƯƠNG, HẢI PHÒNG ĐÁNH NHÂN VIÊN TỐ...

Citizens Voice: HIỆU TRƯỞNG TRƯỜNG TIỂU HỌC ĐẶNG CƯƠNG, AN DƯƠNG, HẢI PHÒNG ĐÁNH NHÂN VIÊN TỐ...

Citizens Voice: HIỆU TRƯỞNG TRƯỜNG TIỂU HỌC ĐẶNG CƯƠNG, AN DƯƠNG, HẢI PHÒNG ĐÁNH NHÂN VIÊN TỐ...

Xem thêm tại
tiengnoicongdan.blogspot.com"
274,"http://www.webtretho.com/forum/f26/binh-dinh-mot-giao-vien-co-y-dinh-mo-bung-tu-sat-tai-le-ky-niem-15-nam-thanh-lap-truong-thpt-chuyen-le-quy-don-2183928/

Bình Định: Một giáo viên có ý định mổ bụng tự sát tại Lễ kỷ niệm 15 năm thành lập Trường THPT...

Bình Định: Một giáo viên có ý định mổ bụng tự sát tại Lễ kỷ niệm 15 năm thành lập Trường THPT...

Bình Định: Một giáo viên có ý định mổ bụng tự sát tại Lễ kỷ niệm 15 năm thành lập Trường THPT...

Xem thêm tại
webtretho.com"
275,"Tết Ất Mùi 2015 :
http://tuoitre.vn/tin/giao-duc/20150131/kien-giang-giao-vien-khong-co-tien-thuong-tet/705765.html
Tết Bính Thân 2016 :
http://tuoitre.vn/tin/giao-duc/20160116/thuong-tet-nguyen-dan-cho-giao-vien-vung-cao-la-to-lich-tet/1039372.html

Ai bào không có tiến bộ !

TUOITRE.VN
Thưởng Tết Nguyên đán cho giáo viên vùng cao là... tờ lịch Tết - Tuổi Trẻ Online"
276,
277,
278,"https://www.facebook.com/photo.php?fbid=481782762028303&set=a.453796441493602.1073741833.100005897504623&type=3&theater

Mạnh Hùng Vũ
13 tháng 1, 2016 lúc 09:27 ·

Đại diện Hội Giáo chức Chu Văn An đến thăm và cảm ơn sự quan tâm của Nhà giáo, GS, nhà phê bình văn học Nguyễn Khắc Mai."
279,"https://www.facebook.com/manhhung.vu.566790/posts/481775412029038?pnref=story

Mạnh Hùng Vũ
13 tháng 1, 2016 lúc 08:43 ·

Đại diện Hội Giáo chức Chu Văn An đến thăm GS Nguyễn Điinh Cống và cảm ơn sự quan tâm của GS đối với Hội."
280,"https://www.facebook.com/manhhung.vu.566790/posts/481773952029184?pnref=story

Mạnh Hùng Vũ cùng với Dân Nguyễn Tiến và 10 người khác.
13 tháng 1, 2016 lúc 08:29 ·

Đại diện Hội Giáo chức Chu Văn đến thăm gia đình và thắp hương tưởng nhớ nhà giáo, CCB Nguyễn Anh Dũng."
281,"Mọi người quân tâm đến giáo dục hãy bình luận về tính khoa học, tính giáo dục, cách thức, biện pháp giảm thất nghiệp ... của nội dung Thông tư 32 của Bộ GD&ĐT -Hạn chế số người vào ĐH: ""Để giảm số người thất nghiệp"" http://www.moet.gov.vn/?page=1.19&view=1098

MOET.GOV.VN
Thông tư 32/2015/TT-BGDĐT Quy định về việc xác định chỉ tiêu tuyển sinh đối với các cơ sở giáo..."
282,"Xin được giới thiệu bài viết của đài Á Châu Tự Do về Hội Giáo chức Chu Văn An.

RFA.ORG
Hội Giáo Chức Chu Văn An: Từ một biểu tượng của giáo dục VN"
283,"VIDEO PHÁT BIỂU CỦA NHÀ GIÁO PHẠM TOÀN

Phát biểu của nhà giáo Phạm Toàn nhân dịp ra đời của Hội Giáo chức Chu Văn An :

Là những nhà giáo, chúng ta phải làm sao dân tộc này trở thành một dân tộc tự học, chứKhác không là một dân tộc phổ cập đại học, phổ cập cấp ba, phổ cập tiểu học, phổ cập tiến sĩ, phổ cập phó tiến sĩ.... Chúng ta nên có một định hướng, đó là lý tưởng cải tạo cách học của dân tộc này.... Muốn như vậy, chúng ta cần có tự do dân chủ trong giáo dục. Đó là tự do đóng góp. Đó là dân chủ giữa các nhóm, các thành tựu phải được cư xử bình đẳng và chúng ta phải đòi quyền được tự do thực hành, không bị áp đặt bởi bất kỳ một ai."
284,"VIDEO PHÁT BIỂU CỦA GIÁO SƯ NGUYỄN ĐÌNH CỐNG

Giáo sư Nguyễn Đình Cống, nhân dịp hội Giáo chức Chu Văn An thành lập, đã phát biểu :

Tôi rất phấn khởi khi được tin hội Giáo chức Chu Văn An, với chương trình hoạtKhác động là sẽ đóng góp để chấn hưng nền giáo dục nước nhà, theo các phương châm dân tộc, khai phóng và sáng tạo. Nhưng để làm những việc ấy, cũng có nhiều khó khăn. Vì nền giáo dục Việt Nam như chiếc xe đang chở nặng đang trên đường xuống dốc, mà dầu mở thì kém. Chúng ta xúm vào đẩy chiếc xe lên. Muốn làm tốt, phải có nhiều cải cách, đặc biệt là cải cách thể chế, để đưa chiếc xe ấy không phải đặt trên dốc, mà trên đường bằng, để sức lực chúng ta bỏ ra mới có kết quả tốt cho sự chấn hưng nền giáo dục.

Giáo sư cũng cho biết là sẵn sàng hết sức, hết lòng đóng góp vì nền giáo dục nước nhà."
285,
286,"Kính mời mọi người theo dõi cuộc trao đổi của chúng tôi với anh Hoàng Dũng của tổ chức Con Đường Việt Nam vào ngày 3/12/2015.
Chân thành cảm ơn anh và các bạn đã thực hiện cuộc trao đổi này,
https://youtu.be/U9qq6WTlSa0

YOUTUBE.COM
Trò chuyện cùng giáo sư Phạm Minh Hoàng về Hội Giáo Chức Chu Văn An"
