,content
37,"CHÚNG TÔI SẼ KHÔNG THAM GIA ĐI BẦU CỬ

#TNCG - Sáng 7 tháng 5, 2021 Bà con xã Diễn Đoài tuần hành phản đối việc nhà cầm quyền không làm giấy tờ đất cho bà con theo luật định.

Việc nhà cầm quyền trì hoãn hết lần này đến lần khác, hứa lên, hứa xuống việc giải quyết giấy tờ đất cho người dân khiến họ bức xúc. Bà con cho biết người dân sẽ tiếp tục phản đối cho đến khi nào nhà cầm quyền cấp giấy tờ đất đai cho người dân.

Bài kế tiếp chúng tôi sẽ có bài phỏng vấn những người có tên trong danh sách dưới đây để cho quý độc giả được tỏ tường cách mà nhà cầm quyền cai trị dân.

Ông Nguyễn Thái Tuấn, Chủ tịch xã Diễn Đoài Sđt: 0394062627
Ông Nguyễn Duy Tịnh, Phó Chủ tịch xã Diễn Đoài Sđt: 0979098234
Ông Phan xuân Vinh, Phó Chủ tịch huyện Diễn Châu Sđt: 0931352888
Ông Thành, Phó Giám đốc sở Tài Nguyên và Môi Trường tỉnh Nghệ An Sđt: 0913531481
Ông Phạm Văn Toàn, Phó sở Tài Nguyên và Môi Trường Sđt: 0919496626.

Chúng tôi sẽ tiếp tục cập nhật thông tin đến quý độc giả."
38,"HÃY YÊU NHƯ CHÚA YÊU

Lm. Antôn Đặng Hữu Nam

Bài Giảng Chúa Nhật VI Phục Sinh Năm B

Nguồn: https://youtu.be/Eq3n-ionW4M"
39,"#TNCG - TRỰC TUYẾN THÁNH LỄ CHÚA NHẬT VI PHỤC SINH TẠI THÁI HÀ

Truyền Thông Thái Hà was live.
May 8 at 9:27 PM ·

TRỰC TIẾP: HÀNH HƯƠNG VÀ THÁNH LỄ CHÚA NHẬT VI PHỤC SINH

Thái Hà: 17h30 - Ngày 08.05.2021

https://www.youtube.com/watch?v=l7CpizODqE8&t=28s

#thanhle #thaiha #mehangcuugiup #caunguyen"
40,"""TÔI CHỈ LÀ HẠT CÁT TRONG CÁI SA MẠC SHOWBIZ VIỆT NHU NHƯỢC""

""Hồi còn làm Ban Giám Khảo của VN’s Got Talent đến mùa thứ 2 thì có một bạn hâm mộ tại Hà Nội đã lấy chân dung tôi, Huy Tuấn, Thuý hạnh và MC Thanh Bạch ghép vào hình ảnh nhóm thầy trò đường tăng Tam Tạng đi thỉnh kinh trong Tây Du Ký để bày tỏ lòng ngưỡng mộ. Tôi có nói với bạn ấy (qua facebook thôi) rằng tôi cảm kích lòng ngưỡng mộ của bạn ấy dành cho chương trình và riêng BGK&MC, nhưng xin đừng ghép tôi vào cái nhóm văn hoá Trung Quốc vì tôi không muốn trông thấy hình ảnh chính mình lại khoác bộ trang phục của họ để cổ suý cho một nền văn hoá của một quốc gia đang xâm lấn lãnh thổ và làm hại người dân tôi mỗi ngày trên biển đảo!… More"
41,"CHÚNG TÔI SẼ KHÔNG THAM GIA ĐI BẦU CỬ ĐẠI BIỂU HỘI ĐỒNG NHÂN DÂN CÁC CẤP NHIỆM KỲ TỚI 2021-2026

#TNCG - Đây là câu trả lời đanh thép mà bà con xã Diễn Đoài, huyện Diễn Châu, tỉnh Nghệ An trả lời với nhà cầm quyền cộng sản Việt Nam trước vụ chia ghế, bán ghế trước nhiệm kỳ 2021-2026.

Hôm nay 6/5/2021, bà con xã Diễn Đoài (Diễn Châu, Nghệ An) sau nhiều lần đối thoại qua nhiều năm về vấn đề đất đai nhưng chính quyền không chịu giải quyết, bà con đã sử dụng quyền biểu đạt chính kiến của một công dân, căng băng rôn phản đối cách làm việc của chính quyền các cấp xã Diễn Đoài, huyện Diễn Châu và tỉnh Nghệ An đã làm việc tắc trách, sách nhiễu với người dân.

Theo thông tin từ bà con, kể từ khi ông…"
42,"CẬP NHẬT THÔNG TIN VỀ ANH LÊ TRỌNG HÙNG

Từ trại giam số 1 Hà Nội

Tin chẳng biết nên vui hay buồn?!

Sáng qua (mùng 6/5/2021)phần vì cũng đã khá lâu chưa gửi đồ thăm nuôi, phần vì sợ tình hình cúm Tàu diễn biến phức tạp, Tử Đinh hương quyết định lên trại giam số 1. Tới nơi cũng đã gần 9 giờ, được nhân viên tiếp dân yêu cầu ngồi ghế đợi, lòng chợt thấy không thoải mái sao đó. Khoảng hơn nửa giờ sau, họ gọi Tử Đinh Hương đến và đưa ra một biên bản của anh Lê Trọng Hùng (chồng Tử Đinh hương) với đầy đủ sự chứng kiến của quản giáo, nhân viên phụ trách tiền lưu kí và người làm chứng. Nội dung biên bản là kể từ nay, anh Hùng sẽ không nhận tiền lưu kí và bất kì một thứ quà cáp gì do gia đình gửi… More"
43,"92 NĂM THÀNH LẬP TU VIỆN DÒNG CHÚA CỨU THẾ HÀ NỘI
(07.05.1929 - 07.05.2021)

Hôm nay, 07.05,2021, đúng 92 năm Tu viện Dòng Chúa Cứu Thế Thái Hà, Hà Nội được thành lập. Xin anh chị em cầu nguyện cho Nhà Dòng, cách riêng quý cha quý thầy trong Tu viện Thái Hà.
…………

TU VIỆN DÒNG CHÚA CỨU THẾ HÀ NỘI

Ðầu năm 1926, khi mới đến Việt Nam khoảng 2 tháng, cha Hubert Cousineau và cha Eugène Larouche đã giảng cho các linh mục ở Phát Diệm, Hà Nội và Hưng Hóa. Ngay từ lúc này, các vị đã muốn thiết lập một Tu Viện Dòng Chúa Cứu Thế tại miền Bắc. Giữa năm 1926, trong kỳ kinh lược Việt Nam đầu tiên, cha Giám Tỉnh Thomas Pintal đã cử cha Edmond Dionne đi học tiếng Việt tại Phát Diệm và trực tiếp xúc tiến…"
44,"GIÁO PHẬN VINH THÔNG BÁO

Kính gửi: Cộng đoàn Dân Chúa Giáo phận Vinh.

Tình hình dịch bệnh Covid-19 tiếp tục diễn biến hết sức phức tạp trên thế giới, trong khu vực và tại Việt Nam. Đặc biệt, ngày 6/5 vừa qua, tỉnh Nghệ An có trường hợp mắc Covid-19 đầu tiên trong cộng đồng. Với tình hình hiện tại trên toàn giáo phận, ngoại trừ các giáo xứ trên địa bàn thị xã Hoàng Mai phải tạm ngưng thánh lễ cộng đồng, các giáo xứ trong giáo phận chưa cần phải ngưng các thánh lễ Chúa nhật và ngày thường. Tuy nhiên, để đảm bảo an toàn cho bản thân, gia đình, cộng đoàn và xã hội, Tòa Giám mục xin quý cha hướng dẫn anh chị em tín hữu những điểm sau đây:

- Tuân thủ các quy định của các cơ quan chức năng, nhất là…"
45,"ĐẤT NƯỚC TRIỆU NGƯỜI CHUNG MỘT CÁI TÊN!

Mở đầu phiên toà ô nhục, Cô Thêu đã làm cho cả hội đồng xét xử cảm thấy khó chịu, khi thay vì đọc tên của mình ra, cô đã đọc tên mình là “Tôi tên là nạn nhân của cộng sản”.

Câu trả lời đó, cùng thái độ cứng rắn giữa phiên toà, và những lời đối đáp tranh luận làm cho hội đồng xét xử cảm thấy chính chế độ mới là bên phạm tội. Chính vì vậy, toà án tỉnh Hoà Bình đã trả thù bằng cách tuyên 2 Mẹ con 16 năm tù giam và 6 năm quản chế.

Câu chuyện bản án man rợ ấy đã làm dư luận thêm phẫn nộ, bởi lẽ, 2 Mẹ con Cấn Thị Thêu là những người ưu tú trong xã hội VN vì chính họ, đã làm sạch bộ máy quan chức VN và đem ra ánh sáng nhiều kẻ quan chức cậy quyền gây loạn…"
46,"TINH THẦN CỦA MỘT NGƯỜI NÔNG DÂN.

Phiên toà bà Thêu và cậu Tư có rất nhiều điều để nói. Riêng chỉ hình ảnh và những câu nói của họ thôi đã là một thứ đủ để viết thành một cuốn sách ký pháp rồi.

Một người nông dân, một người đàn bà mạnh mẽ và kiên trường chưa từng có. Đứng trước các cáo buộc của các kiểm sát viên và toà án xét xử, họ vẫn hiên ngang, họ vẫn nói những điều kiên định vì vốn lương tâm của họ chẳng có gì để thay đổi nữa.

Tôi nhớ tới đoạn, đại diện viện kiểm sát hỏi rằng bà có nhận tiền từ ai đó để làm việc này không. Bà ấy dõng dạc và dẫn dắt câu chuyện bằng một vấn đề khác, và rồi quay về câu chuyện của gia đình bà, bà ấy nhấn mạnh nhiều lần cụm từ “khi nào các ông bị” mỗi khi…"
47,"Chinh Lê was live.
May 6 at 12:18 PM ·"
48,"Dưới đây là phần trình bày sau phần luận cứ pháp lý bào chữa cho bà Cấn Thị Thêu và ông Trịnh Bá Tư bị truy tố với tội danh “Tuyên truyền chống nhà nước” theo điều 117 Bộ luật Hình sự, trong phiên tòa xét xử hình sự sơ thẩm vào ngày 05/05/2021 của TAND Tỉnh Hòa Bình

-------//-------

Trước khi kết thúc phần bào chữa của mình, tôi xin phép lạm dụng thêm vài phút quý báu của Hội đồng xét xử để thưa thêm đôi điều.

Sáng nay, trong phiên tòa, tất cả chúng ta đều chứng kiến thái độ uất ức cực độ của hai thân chủ chúng tôi thể hiện trước tòa. Đến mức độ đã có những lời phát biểu không còn bất kỳ sự kiêng dè như thường thấy. Nhất là đối với phần xác định về yếu tố nguyên nhân, là phần mà chính chủ…"
49,"“Đừng tin những gì cộng sản nói, mà hãy xem những việc cộng sản làm”

Lần đầu tiên trong lịch sử, sau 46 năm ở Việt Nam, câu nói lịch sử của cố Tổng thống Nguyễn Văn Thiệu được vang lên bất khuất, không phải tại quán cà phê hay bữa tiệc vô tri nào khác, mà nó được vang lên, trước mặt nơi công đường, vào mặt quan toà man rợ.

Thật khâm phục Mẹ con Cô Thêu.

——-

Ảnh: Báo Hoà Bình"
50,"Luật sư Đặng Đình Mạnh cho hay, lúc 17h00 ngày 5/5/2021, cái gọi là TAND tỉnh Hoà Bình tuyên bản án sơ thẩm dài 30 phút. Theo đó, bà Cấn Thị Thêu và con trai bà, anh Trịnh Bá Tư bằng nhau mức hình phạt 8 năm tù giam, 3 năm quản chế.

Đây là lần tù thứ 3 của bà Cấn Thị Thêu- một người nông dân hiền lành, chất phác, đôn hậu và vô cùng dũng cảm. Bà Thêu bị bắt lần thứ 3 vào tháng 6/2020 cùng hai con trai là Trịnh Bá Phương và Trịnh Bá Tư. Cả ba mẹ con bà Thêu đều bị cáo buộc tội danh “chống nhà nước CHXHCN Việt Nam”, một điều luật mơ hồ , tuỳ tiện nhằm bỏ tì những người bất đồng chính kiến với đcs VN. Anh Trịnh Bá Phương hiện bị giam giữ tại trại tạm giam ở Hà Nội và chưa ra toà.

Nguồn: Phạm Thanh Nghiêm"
51,"TÊN TÔI LÀ NẠN NHÂN CỦA QUÂN CƯỚP ĐẤT

Thông tin về phiên đấu tố bà Cấn Thị Thêu và anh Trịnh Bá Tư tại Hoà Bình.
[Theo Fb Trịnh Thị Thảo]
————————————

Trong phiên toà buổi sáng ngày 5/5/2021 tôi và vợ anh Phương được vào phiên toà. Mẹ tôi và Tư khoẻ.

Chủ tọa phiên toà có hỏi mẹ tôi và Tư tên gì, mẹ tôi và Tư trả lời: tôi tên là nạn nhân của quân cướp đất.

Em Tư tố cáo tên kiểm sát viên Vũ Bình Minh xúc phạm chửi rủa em tôi.

Mẹ tôi tố cáo nhà cầm quyền cộng sản giam chung mẹ tôi với người nhiễm HIV, phòng giam chật chội, 7m2 mà giam 10 người.
7 ngày đầu mẹ tôi không được cấp nước uống phải uống nước bể, những ngày đầu bị giam mẹ tôi không được nhận quần áo của gia đình gửi vào.

Điều tra…"
52,"""TÊN TÔI LÀ NẠN NHÂN CỘNG SẢN""

Đó là câu trả lời của bà Cấn Thị Thêu và ông Trịnh Bá Tư cho tòa về họ tên trong phần xác định lý lịch.

Chứng kiến sự đanh thép, bất khuất ... của họ tại tòa, mất tự chủ, tôi chảy nước mắt vì xấu hổ.

Và cũng lần đầu tiên trong một phiên tòa, câu nói nổi tiếng của ông Thiệu được nhắc đến ""Đừng tin..."".

11h30' phiên tòa nghỉ trưa.

Nguồn: Manh Dang"
53,"TẠI SAO NGƯỜI CÔNG GIÁO PHẢN ĐỘNG QUÁ VẬY?

Cách đây vài tháng, đi ăn với đồng nghiệp trên Bình Dương. Số cũng chẳng thân thiết lắm vì chỉ mới xã giao vài lần, anh thấy tôi có làm Dấu Thánh Giá trước bữa ăn.
Anh ta buột miệng hỏi: ""Mà sao tui thấy dân Công Giáo sao mà phản động quá, đụng chuyện gì cũng thấy toàn dân Công Giáo biểu tình ?""

Câu hỏi của anh làm tôi chột dạ, vì tôi có đọc qua lịch sử, đúng là dân Công Giáo phản động thật, tôi liền kể cho anh nghe về chiến tích phản động của dân Công Giáo:

-Thời nhà Lê, các nhà truyền giáo bị chính quyền cấm truyền đạo, ấy vậy họ vẫn cả gan truyền đạo, không ngần ngại từ bỏ mạng sống chỉ để mang đạo Công Giáo đến với dân VN.

-Người Công Giáo thời…"
54,"CẬP NHẬT THÔNG TIN VỀ PHIÊN XỬ CÔ CẤN THỊ THÊU VÀ TRỊNH BÁ TƯ

Hiện con Dương Nội đã tập trung đông đảo trước cổng TA Hoà Bình, đồng hành cùng gia đình cô Cấn Thị Thêu.

Nguồn tin từ Fb Trịnh Thị Thảo cho hay: Khoảng 6 giờ 30 phút, giờ Hà Nội, xe chở cô Cấn Thị Thêu và Trịnh Bá Tư đã vào trong Toà án.
Trước cổng toà có rất nhiều cảnh sát cơ động, cảnh sát cứu hoả, xe phá sóng được huy động.

Có khoảng 40 bà con Dương Nội đến Toà án nhưng không ai được vào. Bà con hiện tập trung ở phía đối diện toà án nhưng công an đã cho các xe cứu hoả đậu thành hàng dài chặn trước mặt họ.
Ông Trịnh Bá Khiêm vẫn chưa được vào toà tham dự phiên xử vợ và con mình.

Mong cộng đồng quan tâm, đồng hành."
55,"05/05/2021: CÙNG HƯỚNG VỀ PHIÊN XỬ HAI NHÀ HOẠT ĐỘNG CẤN THỊ THÊU VÀ TRỊNH BÁ TƯ

Đừng để Ban Tuyên Giáo lái dư luận quá tập trung vào vụ tên cộng con Dương Đức Thịnh mà bỏ quên phiên xử sơ thẩm 2 nhà hoạt động Cấn Thị Thêu và Trịnh Bá Tư.

Hôm nay, 05/05/2021, vào lúc 8 giờ sáng tại TA Hoà Bình sẽ diễn ra phiên xử sơ thẩm đối với Cấn Thị Thêu và Trịnh Bá Tư. Họ bị nhà cầm quyền CSVN cáo buộc tội “Làm, tàng trữ, phát tán và tuyên truyền thông tin, tài liệu vật phẩm nhằm chống Nhà nước”.

Trước khi bị bắt, Cấn Thị Thêu, Trịnh Bá Tư cùng với Trịnh Bá Phương, cả 3 mẹ con là những người tích cực đòi công lý cho dân oan từ hàng chục năm nay sau khi họ bị cưỡng chế đất tại Dương Nội, ngoại thành Hà Nội. Gần đây nhất, họ đã lên tiếng cho vụ cướp đất tại Đồng Tâm.

Mong cộng đồng quan tâm, đồng hành, lên tiếng cho những người nông dân chân chính, phản đối nhà cầm quyền đàn áp người dân và những tiếng nói bất đồng chính kiến.

FREE THEM NOW!
Amy Truc Tran"
56,"FLC ĐANG CHUẨN BỊ LỄ KHỞI CÔNG SÂN GOLF 174 HA Ở ĐĂK ĐOA (GIA LAI) BẤT CHẤP SỰ PHẢN ĐỐI CỦA CỘNG ĐỒNG!

Thế là chúng sẽ phá rừng thông và đồi cỏ hồng gần 50 năm tuổi! Đây là ảnh chụp chiều hôm qua, các phương tiện vận tải, xây dựng đã kéo vào. Có thể nhìn thấy xe chở máy phát điện, cọc bàn giao số cây và chiếc giếng khoan mới. Rừng thông mênh mông quý giá như thế này sẽ bị xoá sổ ư???

Một số phóng viên và các nhà hoạt động môi trường đã phỏng vấn bà con sống trong khu vực này. Các bạn đón đọc để thấy khi nhóm lợi ích được những người lãnh đạo bán rẻ lương tâm hậu thuẫn thì bằng mọi giá họ sẽ cùng nhau phá bằng hết mọi tài nguyên rừng, biển, sông, núi...của đất nước này chỉ để đút đầy túi tham bất tận của chúng. Những kẻ này không phải là con người!!!

P/S: Theo một chuyên gia lâm nghiệp khi xem những tấm hình này thì họ đang tìm cách bức tử cho rừng thông chết dần để hạn chế “di thực”. Và di đi đâu, trồng ở đâu, trồng như thế nào cũng chưa hề có giải pháp mà sẽ không bao giờ có giải pháp!!!

#savenature #saveheritage #SaveOurLives #Đakđoa #FLCphárừng #hãylêntiếng

Fb Jang kều"
